ingested_at,source,cve_id,title,published,last_modified,cvss,severity,exploited,family,vendors,products,refs
2025-09-18T13:24:03Z,CISA-KEV,CVE-2016-3309,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-03-15,2022-03-15,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-2546,Microsoft Win32k Memory Corruption Vulnerability,2022-03-15,2022-03-15,,HIGH,true,other,Microsoft,Win32k,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-26486,Mozilla Firefox Use-After-Free Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,Mozilla,Firefox,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-26485,Mozilla Firefox Use-After-Free Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,Mozilla,Firefox,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2021-21973,VMware vCenter Server and Cloud Foundation Server Side Request Forgery (SSRF) Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,VMware,vCenter Server and Cloud Foundation,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2020-8218,Pulse Connect Secure Code Injection Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,Pulse Secure,Pulse Connect Secure,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2019-11581,Atlassian Jira Server and Data Center Server-Side Template Injection Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,Atlassian,Jira Server and Data Center,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6077,NETGEAR DGN2200 Remote Code Execution Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,NETGEAR,Wireless Router DGN2200,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2016-6277,NETGEAR Multiple Routers Remote Code Execution Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,NETGEAR,Multiple Routers,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-0631,Adobe ColdFusion Information Disclosure Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,Adobe,ColdFusion,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-0625,Adobe ColdFusion Authentication Bypass Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,Adobe,ColdFusion,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2009-3960,Adobe BlazeDS Information Disclosure Vulnerability,2022-03-07,2022-03-07,,HIGH,true,other,Adobe,BlazeDS,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-20708,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-20703,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-20701,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-20700,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-20699,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2021-41379,Microsoft Windows Installer Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2020-1938,Apache Tomcat Improper Privilege Management Vulnerability,2022-03-03,2022-03-03,,HIGH,true,bluetooth,Apache,Tomcat,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2019-16928,Exim Out-of-bounds Write Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Exim,Exim Internet Mailer,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2019-1652,Cisco Small Business Routers Improper Input Validation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2019-1297,Microsoft Excel Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Excel,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-8581,Microsoft Exchange Server Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Exchange Server,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-8298,ChakraCore Scripting Engine Type Confusion Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,ChakraCore,ChakraCore scripting engine,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0180,Cisco IOS Software Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0179,Cisco IOS Software Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0175,"Cisco IOS, XR, and XE Software Buffer Overflow Vulnerability",2022-03-03,2022-03-03,,HIGH,true,other,Cisco,"IOS, XR, and XE Software",Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0174,Cisco IOS Software and Cisco IOS XE Software Improper Input Validation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0173,Cisco IOS and IOS XE Software Improper Input Validation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0172,Cisco IOS and IOS XE Software Improper Input Validation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0167,"Cisco IOS, XR, and XE Software Buffer Overflow Vulnerability",2022-03-03,2022-03-03,,HIGH,true,other,Cisco,"IOS, XR, and XE Software",Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0161,Cisco IOS Software Resource Management Errors Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0159,Cisco IOS and XE Software Internet Key Exchange Version 1 Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS Software and Cisco IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0158,Cisco IOS and XE Software Internet Key Exchange Memory Leak Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS Software and Cisco IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0156,Cisco IOS Software and Cisco IOS XE Software Smart Install Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS Software and Cisco IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0155,Cisco Catalyst Bidirectional Forwarding Detection Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0154,Cisco IOS Software Integrated Services Module for VPN Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-0151,Cisco IOS Software and Cisco IOS XE Software Quality of Service Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-8540,Microsoft Malware Protection Engine Improper Restriction of Operations Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Malware Protection Engine,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6744,Cisco IOS Software SNMP Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6743,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6740,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6739,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6738,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6737,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6736,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6663,Cisco IOS Software and Cisco IOS XE Software Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-6627,Cisco IOS Software and Cisco IOS XE Software UDP Packet Processing Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12319,Cisco IOS XE Software Ethernet Virtual Private Network Border Gateway Protocol Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,bluetooth,Cisco,IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12240,Cisco IOS and IOS XE Software DHCP Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12238,Cisco Catalyst 6800 Series Switches VPLS Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,Catalyst 6800 Series Switches,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12237,Cisco IOS and IOS XE Software Internet Key Exchange Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS and IOS XE Software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12235,Cisco IOS Software for Cisco Industrial Ethernet Switches PROFINET Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12234,Cisco IOS Software Common Industrial Protocol Request Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12233,Cisco IOS Software Common Industrial Protocol Request Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12232,Cisco IOS Software for Cisco Integrated Services Routers Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12231,Cisco IOS Software Network Address Translation Denial-of-Service Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Cisco,IOS software,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-11826,Microsoft Office Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Office,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-11292,Adobe Flash Player Type Confusion Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Flash Player,The impacted product is end-of-life and should be disconnected if still in use.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-0261,Microsoft Office Use-After-Free Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Office,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-0001,Microsoft Graphics Device Interface (GDI) Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Graphics Device Interface (GDI),Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2016-8562,Siemens SIMATIC CP 1543-1 Improper Privilege Management Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Siemens,SIMATIC CP,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2016-7193,Microsoft Office Memory Corruption Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Office,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2016-5195,Linux Kernel Race Condition Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Linux,Kernel,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2016-4117,Adobe Flash Player Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,bluetooth,Adobe,Flash Player,The impacted product is end-of-life and should be disconnected if still in use.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2016-1019,Adobe Flash Player Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Flash Player,The impacted product is end-of-life and should be disconnected if still in use.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2016-0099,Microsoft Windows Secondary Logon Service Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-7645,Adobe Flash Player Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Flash Player,The impacted product is end-of-life and should be disconnected if still in use.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-5119,Adobe Flash Player Use-After-Free Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Flash Player,The impacted product is end-of-life and should be disconnected if still in use.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-3043,Adobe Flash Player Memory Corruption Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Flash Player,The impacted product is end-of-life and should be disconnected if still in use.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-2590,Oracle Java SE and Java SE Embedded Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Oracle,Java SE,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-2424,Microsoft PowerPoint Memory Corruption Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,PowerPoint,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-2387,Microsoft ATM Font Driver Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,ATM Font Driver,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-1701,Microsoft Win32k Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Win32k,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2015-1642,Microsoft Office Memory Corruption Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Office,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2014-4114,Microsoft Windows Object Linking & Embedding (OLE) Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2014-0496,Adobe Reader and Acrobat Use-After-Free Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Reader and Acrobat,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-5065,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-3346,Adobe Reader and Acrobat Memory Corruption Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Reader and Acrobat,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-1675,Mozilla Firefox Information Disclosure Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Mozilla,Firefox,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-1347,Microsoft Internet Explorer Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Internet Explorer,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-0641,Adobe Reader Buffer Overflow Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Reader,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-0640,Adobe Reader and Acrobat Memory Corruption Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Reader and Acrobat,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-0632,Adobe ColdFusion Authentication Bypass Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,ColdFusion,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2012-4681,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Oracle,Java SE,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2012-1856,Microsoft Office MSCOMCTL.OCX Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Office,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2012-1723,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Oracle,Java SE,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2012-1535,Adobe Flash Player Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Flash Player,The impacted product is end-of-life and should be disconnected if still in use.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2012-0507,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Oracle,Java SE,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2011-3544,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Oracle,Java SE JDK and JRE,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2011-1889,Microsoft Forefront TMG Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Forefront Threat Management Gateway (TMG),Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2011-0611,Adobe Flash Player Remote Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Flash Player,The impacted product is end-of-life and should be disconnected if still in use.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2010-3333,Microsoft Office Stack-based Buffer Overflow Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Office,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2010-0232,Microsoft Windows Kernel Exception Handler Vulnerability,2022-03-03,2022-03-03,,HIGH,true,bluetooth,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2010-0188,Adobe Reader and Acrobat Arbitrary Code Execution Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Reader and Acrobat,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2009-3129,Microsoft Excel Featheader Record Memory Corruption Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Excel,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2009-1123,Microsoft Windows Improper Input Validation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2008-3431,Oracle VirtualBox Insufficient Input Validation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Oracle,VirtualBox,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2008-2992,Adobe Reader and Acrobat Input Validation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Adobe,Acrobat and Reader,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2004-0210,Microsoft Windows Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2002-0367,Microsoft Windows Privilege Escalation Vulnerability,2022-03-03,2022-03-03,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-24682,Synacor Zimbra Collaborate Suite (ZCS) Cross-Site Scripting Vulnerability,2022-02-25,2022-02-25,,HIGH,true,other,Synacor,Zimbra Collaborate Suite (ZCS),Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-8570,Microsoft Office Remote Code Execution Vulnerability,2022-02-25,2022-02-25,,HIGH,true,other,Microsoft,Office,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-0222,Microsoft Internet Explorer Remote Code Execution Vulnerability,2022-02-25,2022-02-25,,HIGH,true,other,Microsoft,Internet Explorer,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2014-6352,Microsoft Windows Code Injection Vulnerability,2022-02-25,2022-02-25,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-23131,Zabbix Frontend Authentication Bypass Vulnerability,2022-02-22,2022-02-22,,HIGH,true,other,Zabbix,Frontend,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-23134,Zabbix Frontend Improper Access Control Vulnerability,2022-02-22,2022-02-22,,HIGH,true,other,Zabbix,Frontend,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-24086,Adobe Commerce and Magento Open Source Improper Input Validation Vulnerability,2022-02-15,2022-02-15,,HIGH,true,other,Adobe,Commerce and Magento Open Source,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-0609,Google Chromium Animation Use-After-Free Vulnerability,2022-02-15,2022-02-15,,HIGH,true,other,Google,Chromium Animation,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2019-0752,Microsoft Internet Explorer Type Confusion Vulnerability,2022-02-15,2022-02-15,,HIGH,true,other,Microsoft,Internet Explorer,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-8174,Microsoft Windows VBScript Engine Out-of-Bounds Write Vulnerability,2022-02-15,2022-02-15,,HIGH,true,other,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-20250,WinRAR Absolute Path Traversal Vulnerability,2022-02-15,2022-02-15,,HIGH,true,other,RARLAB,WinRAR,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-9841,PHPUnit Command Injection Vulnerability,2022-02-15,2022-02-15,,HIGH,true,other,PHPUnit,PHPUnit,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2014-1761,Microsoft Word Memory Corruption Vulnerability,2022-02-15,2022-02-15,,HIGH,true,other,Microsoft,Word,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2013-3906,Microsoft Graphics Component Memory Corruption Vulnerability,2022-02-15,2022-02-15,,HIGH,true,other,Microsoft,Graphics Component,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-22620,"Apple iOS, iPadOS, and macOS Webkit Use-After-Free Vulnerability",2022-02-11,2022-02-11,,HIGH,true,other,Apple,"iOS, iPadOS, and macOS",Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2021-36934,Microsoft Windows SAM Local Privilege Escalation Vulnerability,2022-02-10,2022-02-10,,HIGH,true,bluetooth,Microsoft,Windows,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2020-0796,Microsoft SMBv3 Remote Code Execution Vulnerability,2022-02-10,2022-02-10,,HIGH,true,other,Microsoft,SMBv3,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-1000861,Jenkins Stapler Web Framework Deserialization of Untrusted Data Vulnerability,2022-02-10,2022-02-10,,HIGH,true,other,Jenkins,Jenkins Stapler Web Framework,Apply updates per vendor instructions.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-9791,Apache Struts 1 Improper Input Validation Vulnerability,2022-02-10,2022-02-10,,HIGH,true,other,Apache,Struts 1,Apply updates per vendor instructions.
